museum_reference,title,description,date,style_culture,image,interpretation,GenAIinterpretation,tokens_used,wordCount,GenAIwordCount,sentenceCount,GenAIsentenceCount,fleschReadingEase,genAIfleschReadingEase,mcalpineEFLAW,genAImcalpineEFLAW,flairSentiment,flairScore,GenAIflairSentiment,GenAIflairScore,vadarNeg,vadarPos,vadarNeu,vadarCompound,GenAIvadarNeg,GenAIvadarPos,GenAIvadarNeu,GenAIvadarCompound,countTermsDetected,terms,issues,sources,genAIcountTermsDetected,genAIterms,genAIissues,genAIsources
A.1898.403,Necklace,"Necklace consisting of small oblongs of pearl shell perforated and strung on cordage: Australasia, Australia, Queensland, Cape York Peninsula, Australian Aboriginal, 19th century",19th century,Australian Aboriginal,A.1898.403.png,"Pearl shell was traded inland from the coast to make jewellery and ornaments. The further away from the coast these ornaments travelled, the more valuable they became.","Crafted in 19th-century Cape York Peninsula, this necklace features delicate pearl shell oblongs, each hand-perforated and patiently threaded onto cordage. Such adornments held significance for Aboriginal communities in Queensland, symbolising identity, connection to land and sea, and intricate craftsmanship. As you observe the soft iridescence of the shell, consider the careful hands that shaped each piece, and the stories woven into this wearable piece of history.",1273,27,66,2,3,67.79916666666671,25.559545454545457,17.0,27.666666666666668,POSITIVE,0.9945859909057616,POSITIVE,0.9999880790710448,0.0,0.115,0.885,0.5256,0.0,0.12,0.88,0.6486,0,['No issues detected'],['No issues detected'],['No issues detected'],1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']"
A.1898.372.40,Passport,"Piece of wood covered with burnt cup and line decoration said to be a passport (marben) permitting inland groups to fish in the sea: Australasia, Australia, Western Australia, Pilbara, Ngarluma, late 19th century",Late 19th century,Ngarluma,A.1898.372.40.png,This object was described as a 'water passport' when it entered the Museum. It may have been used to cross into another group's territory in order to reach water.,"This carved wooden object, known as a marben, served as a “passport” for inland Ngarluma people of Western Australia. Marked with burnt cup and line decorations, it granted permission to fish in coastal waters. Such objects embody the deep respect that Aboriginal cultures hold for land, law, and community connections, and remind us of how traditions mediate relationships between people and place.",1274,29,62,2,3,63.75887931034484,43.94865591397851,19.5,27.333333333333332,NEGATIVE,0.9996252059936525,POSITIVE,0.9993711113929749,0.0,0.039,0.961,0.0258,0.0,0.081,0.919,0.6249,0,['No issues detected'],['No issues detected'],['No issues detected'],1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']"
A.1989.14,Emu and Dingo Dreaming,"Painting entitled 'Emu and Dingo Dreaming', acrylic on canvas: Australasia, Australia, Australian Aboriginal, Anmatyerre, by Raylene Biscoe Nungala, 1988",1988,Anmatyerre,A.1989.14.png,"Aboriginal dot paintings contain patterns and symbols that can be understood by those familiar with Dreaming stories. Here, Raylene Biscoe Nungala has painted a story that relates to emu and dingo ancestors. It is easy to spot the paw prints left by the dingo and the arrow-shaped emu tracks in the centre of the painting. Other designs are less obvious - the 'U' shapes are hunters and next to them are their spears, boomerangs and shields.","Painted by Raylene Biscoe Nungala of the Anmatyerre people in 1988, ""Emu and Dingo Dreaming"" embodies sacred Aboriginal Dreaming stories. Concentric circles and intricate dot patterns represent ancestral journeys and connections to land. The emu and dingo are woven into the Anmatyerre landscape, reflecting traditional knowledge, kinship, and enduring relationships with Country. Let your own story meet theirs, looking closely at the patterns that carry generations of meaning.",1295,75,68,4,4,62.595750000000024,29.0888235294118,26.75,22.25,POSITIVE,0.9631776809692384,POSITIVE,0.999975323677063,0.0,0.038,0.962,0.4404,0.0,0.023,0.977,0.1531,1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']",1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']"
A.1982.77,Mimi Spearing Kangaroo,"Painting of bark and ochre entitled 'Mimi Spearing Kangaroo': Australasia, Australia, Northern Territory, West Arnhem Land, Goomadeer River, Gunwinggu, by Bobby Barrdjaray Nganjmirra, 1980",1980,Gunwinggu,A.1982.77.png,"Aboriginal people have been producing paintings on bark for thousands of years. In this image a kangaroo is being hunted by a mimi or spirit figure. Mimi are very thin and slight and live inside rock crevices. The kangaroo is much larger than the mimi to emphasize that it is the main subject of the painting. The kangaroo's body is divided into sections, each filled with designs similar to those painted on people's bodies in ceremonies.","Bobby Barrdjaray Nganjmirra’s 1980 bark painting captures an ancient Gunwinggu story: a Mimi spirit hunting a kangaroo. Painted in natural ochres, the work celebrates the enduring relationship between people, land, and ancestral beings. The Mimi, slender and elusive, are said to have taught Indigenous Australians the art of painting and hunting. Notice the delicate patterns—each line tells of connection, survival, and deep respect for Country.",1296,76,65,5,4,55.60173684210528,38.06125,20.4,21.0,NEGATIVE,0.6088775396347046,POSITIVE,0.9999884366989136,0.0,0.023,0.977,0.1779,0.0,0.174,0.826,0.8807,1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']",0,No issues detected,No issues detected,No issues detected
V.2013.27,In Dreams the Heart,"Sculpture entitled 'In Dreams the Heart', in the form of a Queensland shield, made from the metal exterior of a European travelling trunk: Australasia, Australia, Danie Mellor, 2008",2008,,V.2013.27.png,"Danie Mellor is of Aboriginal and European heritage, including Scottish. This piece is in the form of a shield from the Atherton Tablelands in Queensland. Crafted from reclaimed metal, the ridges and studs on the surface reflect clan and kinship markings painted onto wooden shields, which are carved, decorated and used by initiated men. In the Atherton Tablelands shields possess feminine qualities, so this piece makes connections with Mellor's matrilineal heritage.","This sculpture by Danie Mellor transforms the metal skin of a European trunk into a Queensland shield, blending histories of travel, protection, and survival. “In Dreams the Heart” invites reflection on journeys and encounters between cultures, encouraging us to consider the shield not just as an object of defense, but as a vessel for memory and meaning. What stories might this shield hold, and how do they echo in our own hearts and dreams?",1274,71,74,4,3,42.258186619718344,52.61184684684687,23.25,34.666666666666664,POSITIVE,0.9996722936630248,POSITIVE,0.9999847412109376,0.0,0.0,1.0,0.0,0.0,0.117,0.883,0.7814,1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']",0,No issues detected,No issues detected,No issues detected
V.2024.114,"Standing Stones, Gumbi Gumbi, Stone Tool","Mixed media work entitled 'Standing Stones, Gumbi Gumbi, Stone Tool', consisting of earth, graphite, pastel, acrylic, and waxed linen thread on canvas: Australasia, Australia, Queensland, Brisbane, by Judy Watson, Waanyi, 2020",2020,Waanyi,V.2024.114.png,"This artwork draws on Judy Watson's Waanyi and European heritage, including Scottish. The background is coloured using earth from Woorabinda, an Aboriginal settlement where some of Watson's ancestors were forcibly relocated. The artwork overlays images of standing stones in Orkney, an Aboriginal axe head held in a UK museum and leaves of a medicinal gumbi gumbi plant to show the artist's layered experiences of land and culture.","Judy Watson, a Waanyi artist, weaves earth, memory, and culture in this mixed media work. ""Standing Stones, Gumbi Gumbi, Stone Tool"" evokes ancestral connections through ochre-toned textures, native plant forms, and the silhouette of a stone tool. The piece reflects Indigenous histories of place, healing, and resilience, inviting viewers to consider the enduring relationship between people, land, and tradition. How might these elements speak to your own sense of connection or belonging?",1306,67,72,3,4,28.856218905472673,44.04000000000002,29.333333333333332,22.5,POSITIVE,0.970881998538971,POSITIVE,0.9999779462814332,0.021,0.0,0.979,-0.1027,0.0,0.032,0.968,0.3182,2,"['Aboriginal', 'Aboriginal']","['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.', '‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.', 'Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']",1,['Native'],"['The term derives from the Latin word natus and was historically used to describe people born in a particular place. It has been criticized for reinforcing colonial hierarchies, where natives were seen as inferior to the colonizers, and (contradictorily) for implying an exclusionary racial or ethnic right to a place by a specific group. Today, some groups, such as Native Americans, use the term in political claims for sovereignty. In Europe, this concept is increasingly employed in xenophobic politics.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 128. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/128.']"
A.1956.1062,Club,"Wooden club with pointed ends and a pandanus shaped ornamentation covered in white ochre at the head: Yirandali, Australasia, Australia, Queensland, 19th or 20th century",19th - 20th century,Yirandali,A.1956.1062.png,"Robert Christison (1837-1915), a Scottish farmer and collector, greatly admired the skilfully crafted weapons of the Yirendali people. He brought back a large number of weapons to Scotland from his time in Australia. These clubs were carved from single pieces of hardwood and polished with emu oil.","This wooden club, crafted by the Yirandali people of Queensland, features pointed ends and a pandanus-inspired ornamentation highlighted with white ochre. Used in the 19th or 20th century, it connects us to the daily life and creative spirit of its makers. Notice the careful shaping—each detail reflects both cultural identity and skilled craftsmanship. What stories might this club carry from past hands to present day?",1278,47,65,3,4,59.53333333333336,54.98125000000002,20.666666666666668,21.0,POSITIVE,0.999729573726654,POSITIVE,0.9999629259109496,0.112,0.095,0.793,-0.228,0.0,0.092,0.908,0.6369,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1956.1082,Spear-thrower,"Wooden spear-thrower with a thin rectangular body and curved ends, one end has a wooden hook fixed with resin, the other has a white shell fixed with resin: Yirandali, Australasia, Australia, Queensland, 19th or 20th century",19th - 20th century,Yirandali,A.1956.1082.png,Christison noted that a Yirendali hunter could launch a spear over 90 meters with this spear thrower.,"This wooden spear-thrower, crafted by the Yirandali people of Queensland, Australia, features a hooked end and a shell tip affixed with resin. Used in the 19th and 20th centuries, it extended the reach and power of thrown spears, reflecting both ingenuity and cultural tradition. Imagine its journey through the landscape—connecting maker, user, and the land itself.",1290,17,56,1,3,65.16823529411766,48.90261904761908,20.0,25.333333333333332,NEGATIVE,0.9987817406654358,POSITIVE,0.9999427795410156,0.0,0.0,1.0,0.0,0.0,0.02,0.98,0.0258,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1956.1061,Club,"Wooden club with pointed end and jagged oval head with central zigzag carving painted in white ochre: Yirandali, Australasia, Australia, Queensland, 19th or 20th century",19th - 20th century,Yirandali,A.1956.1061.png,Clubs were mainly used in hunting to kill an animal once it had been felled by a spear or boomerang.,"This wooden club, crafted by the Yirandali people of Queensland, reveals both artistry and function. The jagged, oval head and central zigzag carving in white ochre speak to its significance in ceremony and daily life. Each mark and white-painted line may connect to stories, protection, or identity, reflecting the Yirandali’s enduring cultural traditions across centuries. Consider what this club might have meant to those who held it.",1281,20,67,1,4,76.55500000000004,47.15016791044778,28.0,21.5,POSITIVE,0.918695032596588,POSITIVE,0.9994482398033142,0.207,0.0,0.793,-0.6908,0.0,0.031,0.969,0.2732,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.UC.706,Toy,"Weet weet (wooden throwing toy) with a bulbous wooden head attached by sinew and gum to a slender handle: Australasia, Australia, Victoria, Port Phillip, Kulin, 19th century",19th century,Kulin,A.UC.706.png,Throwing the weet weet was a popular game among Aboriginal children. Competitions were held to test the skill of participants. Practising how far and how accurately they could throw a weet weet was invaluable preparation for hunting.,"This weet weet, crafted by the Kulin people of Victoria in the 19th century, is more than a toy. Its expertly balanced wooden head and sinew-bound handle reveal skilled craftsmanship. Traditionally, children used weet weets to develop accuracy and coordination—skills essential for hunting and daily life. Imagine the buzz of youthful games, each throw connecting new generations to country and culture.",1266,37,61,3,4,47.98153153153152,44.346413934426266,16.666666666666668,20.0,POSITIVE,0.9971121549606324,POSITIVE,0.9999452829360962,0.0,0.076,0.924,0.4215,0.0,0.038,0.962,0.3182,1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']",0,No issues detected,No issues detected,No issues detected
A.1956.1085,Toy axe,"Child's toy axe with basaltic stone blade and circular smooth cutting edge with a handle of Gumwood bent back upon itself, bound by withe cordage and resin: Yirandali, Australasia, Australia, Queensland, 19th or 20th century",19th - 20th century,Yirandali,A.1956.1085.png,This toy hatchet was donated to the Museum by Robert Christison. It was made in the same way as larger ones and would have allowed children to practise important skills. Hatchets were used for cutting footholds into trees and for splitting open trunks to gather honey.,"This toy axe, crafted by the Yirandali people of Queensland, was made for children to learn by imitating adults. Its basaltic stone blade and gumwood handle, secured with withe cordage and resin, reflect both skilled craftsmanship and traditional knowledge passed down generations. Such objects reveal how play and learning are deeply connected within Yirandali culture. How might this toy have shaped a child’s sense of belonging and skill?",1295,46,68,3,4,66.2107971014493,58.94764705882355,21.0,22.25,POSITIVE,0.9737754464149476,POSITIVE,0.985511064529419,0.032,0.038,0.93,0.0772,0.02,0.072,0.908,0.5719,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1905.344,Shield,"Shield, elliptical, with raised bars on both sides, front bars blackened and scored with lines and the back carved with horizontal and vertical lines and decorated with white and red pigment, handle carved out of whole, wood: Australasia, Australia, Queensland, 19th or 20th century",19th - 20th century,Australian Aboriginal,A.1905.344.png,"The back of this shield has been painted with red and white pigment, and is very different to the front. The handle has been carved out of the solid wood.","This elliptical wooden shield from Queensland, Australia, was crafted by Australian Aboriginal people in the 19th or 20th century. Its blackened, scored front and pigment-decorated back reflect both artistry and tradition. Shields like this protected their bearers in conflict, while the carved handle shows ingenious use of available materials. Examine the lines and colors—they connect us to the lives and stories of its makers and users.",1293,30,66,2,4,87.27000000000001,42.6784090909091,22.0,21.75,NEGATIVE,0.9999510049819946,POSITIVE,0.999963879585266,0.0,0.052,0.948,0.1531,0.032,0.083,0.885,0.5537,0,['No issues detected'],['No issues detected'],['No issues detected'],1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']"
A.1909.532.2,Shield,"Shield, incised with lines along the whole length, wood: Australasia, Australia, Northern Territory, Australian Aboriginal: Arrernte, 19th or 20th century",19th - 20th century,Australian Aboriginal,A.1909.532.2.png,The shallow grooves that run the full length of this shield show the curved cutting edge of the flint used to make them.,"This wooden shield, incised with linear designs, was made by the Arrernte people of Australia’s Northern Territory in the 19th or 20th century. Such shields provided protection in conflict and expressed cultural identity. The carved grooves are both decorative and practical, offering grip and strength. Consider the hands that shaped, held, and depended on this shield—its grooves echo the enduring traditions and resilience of the Arrernte community.",1274,23,67,1,4,91.5334782608696,44.624794776119415,31.0,21.75,NEGATIVE,0.9321438074111938,POSITIVE,0.9999303817749025,0.064,0.0,0.936,-0.128,0.033,0.045,0.922,0.2263,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1909.532.4,Boomerang,"Boomerang with incised markings, wood: Australasia, Australia, Northern Territory, Australian Aboriginal: Arrernte, 19th or 20th century",19th - 20th century,Australian Aboriginal,A.1909.532.4.png,"Boomerangs have become an Australian icon. The familiar triangle-shaped boomerang is just one of the many forms and styles that exist. Most boomerangs are not designed to return. In the Dreaming, many features of the landscape were formed by boomerangs being thrown, creating mountains, deserts and rivers.","This wooden boomerang, carved by Arrernte people of the Northern Territory, carries incised markings that tell stories of country and tradition. More than a tool, boomerangs were used for hunting, ceremony, and as symbols of connection to land. Notice its elegant curve—shaped by both skilled hands and generations of knowledge. What journeys might this object have seen in its time?",1264,47,60,4,4,65.30875,60.48000000000002,15.75,19.25,POSITIVE,0.990293025970459,POSITIVE,0.9998568296432496,0.0,0.046,0.954,0.296,0.0,0.051,0.949,0.4767,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1912.267,Shield,"Shield (mulga) triangular in section, carved with grooved linear pattern and decorated with red and white pigment, wood: Australasia, Australia, Australian Aboriginal, 19th to 20th century",19th - 20th century,Australian Aboriginal,A.1912.267.png,The intricate designs on this parrying shield have been carefully incised in the hardwood and coloured with red and white pigments.,"This mulga wood shield, crafted by Australian Aboriginal people in the 19th–20th century, bears carved grooves and red and white pigments. Such shields protected their owners in both combat and ceremony. Each pattern reflects a unique story or belonging, connecting maker and land. Notice its fine lines and colours—traces of hand, tradition, and resilience across generations.",1265,21,56,1,4,56.6057142857143,50.61785714285716,28.0,17.75,POSITIVE,0.9988279938697816,POSITIVE,0.9998254179954528,0.0,0.14,0.86,0.2732,0.039,0.129,0.832,0.6705,0,['No issues detected'],['No issues detected'],['No issues detected'],1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']"
A.1898.372.16,Shield,"Shield (yarra), elliptical with grooved zigzag decoration, banded in front in brown and yellow pigment, wood: Australasia, Australia, Western Australia, Pilbara, Nullagine, possibly Nyamal, 19th century",19th century,Nyamal,A.1898.372.16.png,"This type of shield comes from Western Australia, but was traded widely. The designs might represent ripple marks on the sand or on water. ","This 19th-century yarra shield, likely crafted by a Nyamal maker in Pilbara, Western Australia, shows expert carving with grooved zigzag patterns and earth-toned pigments. Such shields were both practical tools of protection and important cultural objects, carried in ritual and conflict. Each groove and pigment traces the hands and stories of Nyamal people, connecting makers and users across generations. Look closely—what do the patterns reveal about community, identity, and country?",1287,24,70,2,4,74.805,38.001071428571464,16.0,21.5,NEGATIVE,0.8807187080383301,POSITIVE,0.9999783039093018,0.0,0.0,1.0,0.0,0.032,0.025,0.942,-0.128,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1911.397.103,Spear,"Spear, wood with stone head: Australasia, Australia, Australian Aboriginal, 19th to 20th century",19th - 20th century,Australian Aboriginal,A.1911.397.103.png,"Spears and spear throwers were important in hunting. Using a spear thrower allowed a hunter to launch a spear three times further, making it easier to kill animals from a distance. At close quarters, nothing was more effective than a solid club carved from a single piece of hardwood.","This wooden spear, tipped with a stone head, was crafted by Australian Aboriginal people in the 19th or 20th century. Such spears were used for hunting and as tools of survival, reflecting ingenuity and deep knowledge of the land. Imagine the skilled hands shaping this tool—the link between daily life, tradition, and environment. What stories does this spear hold? Look closely, and consider the maker and the world they inhabited.",1262,49,70,3,5,67.67299319727894,60.890714285714296,21.0,17.8,POSITIVE,0.984328031539917,POSITIVE,0.9999374151229858,0.144,0.124,0.732,-0.4601,0.0,0.0,1.0,0.0,0,['No issues detected'],['No issues detected'],['No issues detected'],1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']"
