museum_reference,title,description,date,style_culture,image,interpretation,GenAIinterpretation,tokens_used,wordCount,GenAIwordCount,sentenceCount,GenAIsentenceCount,fleschReadingEase,genAIfleschReadingEase,mcalpineEFLAW,genAImcalpineEFLAW,flairSentiment,flairScore,GenAIflairSentiment,GenAIflairScore,vadarNeg,vadarPos,vadarNeu,vadarCompound,GenAIvadarNeg,GenAIvadarPos,GenAIvadarNeu,GenAIvadarCompound,countTermsDetected,terms,issues,sources,genAIcountTermsDetected,genAIterms,genAIissues,genAIsources,racialBias,religiousBias,genderBias,ageBias,nationalityBias,sexualityBias,socioeconomicBias,educationalBias,disabilityBias,politicalBias,physicalBias,genAIracialBias,genAIreligiousBias,genAIgenderBias,genAIageBias,genAInationalityBias,genAIsexualityBias,genAIsocioeconomicBias,genAIeducationalBias,genAIdisabilityBias,genAIpoliticalBias,genAIphysicalBias
A.1935.693,Spear-head,"Spear-head attached to a short wooden handle, leaf shaped, glass, wood and resin: Australasia, Australia, Western Australia, Kimberley, Australian Aboriginal, 19th or 20th century",19th - 20th century,Australian Aboriginal,A.1935.693.png,This spearhead was made from recycled bottle glass. The serrated edge was created by flaking off pieces of glass with a stick or bone tool.,"This spear-head, crafted by Aboriginal people in Western Australia during the 19th or 20th century, blends glass, wood, and resin. The use of glass, likely repurposed from European contact, shows adaptability and innovation. Objects like this connect us to the ingenuity of their makers and the changing landscapes they navigated—inviting us to consider the intersection of tradition and adaptation.",1272,25,59,2,3,75.70750000000002,26.276723163841808,16.5,26.333333333333332,NEGATIVE,0.9999972581863404,POSITIVE,0.9999927282333374,0.0,0.08,0.92,0.25,0.0,0.082,0.918,0.6249,0,['No issues detected'],['No issues detected'],['No issues detected'],1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']",0.00374989933334291,0.00514429435133934,0.0003869539068546146,0.004275286570191383,0.0027614186983555555,0.0003724690177477896,0.11478271335363388,0.003395048202946782,0.004901852924376726,0.003921241033822298,0.8563087582588196,0.7516947984695435,0.0002909782051574439,0.00019611326570156962,9.338207746623084e-05,0.2459568828344345,7.370459934463724e-05,0.0010059343185275793,0.00029129054746590555,4.9174082960234955e-05,0.0002668732777237892,8.084165892796591e-05
A.1893.450,Knife,"Knife made from a piece of hoop iron partly covered with resin and wound round with cordage: Australasia, Australia, Queensland, Australia Aboriginal, 19th century",19th century,Australian Aboriginal,A.1893.450.png,"Iron objects were among the earliest items traded between Europeans and Aboriginal groups. This knife is made from hoop iron, used to bind barrels.","This 19th-century knife from Queensland, Australia, crafted by Aboriginal makers, tells a story of ingenuity and adaptation. Fashioned from hoop iron, secured with resin and cordage, it reveals how communities skillfully repurposed colonial materials. Such tools were vital in daily life, connecting generations through shared practice and resourcefulness. Look closely—every mark hints at hands that shaped, sharpened, and used this blade, blending traditions with resilience in a changing world.",1273,24,69,2,4,50.130000000000024,31.161032608695677,14.0,20.5,POSITIVE,0.9528824090957642,POSITIVE,0.9999699592590332,0.0,0.0,1.0,0.0,0.0,0.102,0.898,0.743,1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']",1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']",0.9893038272857666,0.00019160803640261292,0.00010119659418705851,3.4707991289906204e-05,0.008009093813598156,1.7848858988145366e-05,0.0020352452993392944,9.978152957046404e-05,2.8191980163683183e-05,7.859799370635301e-05,0.00010003879287978634,0.7738247513771057,0.0004128279397264123,0.00014400339568965137,8.406214328715578e-05,0.22369606792926788,6.717997166560963e-05,0.001100407331250608,0.00022215815261006355,3.5860870411852375e-05,0.00034132361179217696,7.14254638296552e-05
A.1898.403,Necklace,"Necklace consisting of small oblongs of pearl shell perforated and strung on cordage: Australasia, Australia, Queensland, Cape York Peninsula, Australian Aboriginal, 19th century",19th century,Australian Aboriginal,A.1898.403.png,"Pearl shell was traded inland from the coast to make jewellery and ornaments. The further away from the coast these ornaments travelled, the more valuable they became.","Crafted in 19th-century Cape York Peninsula, this necklace features delicate pearl shell oblongs, each hand-perforated and patiently threaded onto cordage. Such adornments held significance for Aboriginal communities in Queensland, symbolising identity, connection to land and sea, and intricate craftsmanship. As you observe the soft iridescence of the shell, consider the careful hands that shaped each piece, and the stories woven into this wearable piece of history.",1273,27,66,2,3,67.79916666666671,25.559545454545457,17.0,27.666666666666668,POSITIVE,0.9945859909057616,POSITIVE,0.9999880790710448,0.0,0.115,0.885,0.5256,0.0,0.12,0.88,0.6486,0,['No issues detected'],['No issues detected'],['No issues detected'],1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']",0.0025755621027201414,0.0003583619836717844,0.0009944934863597155,0.0009360073017887771,0.4249010384082794,0.0006234602769836783,0.5656734704971313,0.0018673936137929559,0.0004619924584403634,0.00014417273632716388,0.001464068191125989,0.87709641456604,0.0003376214881427586,0.00017862806271295995,5.605429032584652e-05,0.12035669386386871,9.541068720864132e-05,0.001351041253656149,0.0001496217300882563,3.6405475839274004e-05,0.00026176945539191365,8.031083416426554e-05
A.1898.372.40,Passport,"Piece of wood covered with burnt cup and line decoration said to be a passport (marben) permitting inland groups to fish in the sea: Australasia, Australia, Western Australia, Pilbara, Ngarluma, late 19th century",Late 19th century,Ngarluma,A.1898.372.40.png,This object was described as a 'water passport' when it entered the Museum. It may have been used to cross into another group's territory in order to reach water.,"This carved wooden object, known as a marben, served as a “passport” for inland Ngarluma people of Western Australia. Marked with burnt cup and line decorations, it granted permission to fish in coastal waters. Such objects embody the deep respect that Aboriginal cultures hold for land, law, and community connections, and remind us of how traditions mediate relationships between people and place.",1274,29,62,2,3,63.75887931034484,43.94865591397851,19.5,27.333333333333332,NEGATIVE,0.9996252059936525,POSITIVE,0.9993711113929749,0.0,0.039,0.961,0.0258,0.0,0.081,0.919,0.6249,0,['No issues detected'],['No issues detected'],['No issues detected'],1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']",0.5373168587684631,0.012793322093784809,0.00114523118827492,0.00024410858168266714,0.42569249868392944,0.000317082682158798,0.013353321701288223,0.004388510249555111,0.0008843683754093945,0.0033941855654120445,0.0004704943567048758,0.8416529893875122,0.0005865010898560286,0.00017246832430828363,5.512639836524613e-05,0.1539880931377411,0.00010561847739154473,0.0025765325408428907,0.00026880495715886354,4.255269959685393e-05,0.0004920846549794078,5.924371362198144e-05
A.1989.14,Emu and Dingo Dreaming,"Painting entitled 'Emu and Dingo Dreaming', acrylic on canvas: Australasia, Australia, Australian Aboriginal, Anmatyerre, by Raylene Biscoe Nungala, 1988",1988,Anmatyerre,A.1989.14.png,"Aboriginal dot paintings contain patterns and symbols that can be understood by those familiar with Dreaming stories. Here, Raylene Biscoe Nungala has painted a story that relates to emu and dingo ancestors. It is easy to spot the paw prints left by the dingo and the arrow-shaped emu tracks in the centre of the painting. Other designs are less obvious - the 'U' shapes are hunters and next to them are their spears, boomerangs and shields.","Painted by Raylene Biscoe Nungala of the Anmatyerre people in 1988, ""Emu and Dingo Dreaming"" embodies sacred Aboriginal Dreaming stories. Concentric circles and intricate dot patterns represent ancestral journeys and connections to land. The emu and dingo are woven into the Anmatyerre landscape, reflecting traditional knowledge, kinship, and enduring relationships with Country. Let your own story meet theirs, looking closely at the patterns that carry generations of meaning.",1295,75,68,4,4,62.595750000000024,29.0888235294118,26.75,22.25,POSITIVE,0.9631776809692384,POSITIVE,0.999975323677063,0.0,0.038,0.962,0.4404,0.0,0.023,0.977,0.1531,1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']",1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']",0.9950411915779114,8.604073082096875e-05,3.7215384509181604e-05,3.4581600630190223e-05,0.0038513261824846268,2.7371954274713062e-05,0.0006309918826445937,6.026038317941129e-05,1.8012444343185052e-05,0.00018880778225138783,2.423938894935418e-05,0.9909949898719788,0.00046476683928631246,8.944503497332335e-05,5.11742036906071e-05,0.0049833632074296474,0.0001347037177765742,0.002264325972646475,0.0002481972042005509,4.238159453961998e-05,0.0006978044402785599,2.887234222725965e-05
A.1982.77,Mimi Spearing Kangaroo,"Painting of bark and ochre entitled 'Mimi Spearing Kangaroo': Australasia, Australia, Northern Territory, West Arnhem Land, Goomadeer River, Gunwinggu, by Bobby Barrdjaray Nganjmirra, 1980",1980,Gunwinggu,A.1982.77.png,"Aboriginal people have been producing paintings on bark for thousands of years. In this image a kangaroo is being hunted by a mimi or spirit figure. Mimi are very thin and slight and live inside rock crevices. The kangaroo is much larger than the mimi to emphasize that it is the main subject of the painting. The kangaroo's body is divided into sections, each filled with designs similar to those painted on people's bodies in ceremonies.","Bobby Barrdjaray Nganjmirra’s 1980 bark painting captures an ancient Gunwinggu story: a Mimi spirit hunting a kangaroo. Painted in natural ochres, the work celebrates the enduring relationship between people, land, and ancestral beings. The Mimi, slender and elusive, are said to have taught Indigenous Australians the art of painting and hunting. Notice the delicate patterns—each line tells of connection, survival, and deep respect for Country.",1296,76,65,5,4,55.60173684210528,38.06125,20.4,21.0,NEGATIVE,0.6088775396347046,POSITIVE,0.9999884366989136,0.0,0.023,0.977,0.1779,0.0,0.174,0.826,0.8807,1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']",0,No issues detected,No issues detected,No issues detected,0.93874591588974,0.0004108236462343484,0.0005363802192732692,8.97212594281882e-05,0.05751755088567734,0.00020274608687032014,0.0012517189607024193,7.754205580567941e-05,6.525754724862054e-05,0.0002708528481889516,0.0008316247840411961,0.9516101479530334,0.00040299046668224037,0.0003971950791310519,0.00022570785949938,0.029402349144220352,0.0006635431782342494,0.01332232914865017,0.00036305407411418855,0.0001342680334346369,0.002024218440055847,0.0014541648561134934
V.2013.27,In Dreams the Heart,"Sculpture entitled 'In Dreams the Heart', in the form of a Queensland shield, made from the metal exterior of a European travelling trunk: Australasia, Australia, Danie Mellor, 2008",2008,,V.2013.27.png,"Danie Mellor is of Aboriginal and European heritage, including Scottish. This piece is in the form of a shield from the Atherton Tablelands in Queensland. Crafted from reclaimed metal, the ridges and studs on the surface reflect clan and kinship markings painted onto wooden shields, which are carved, decorated and used by initiated men. In the Atherton Tablelands shields possess feminine qualities, so this piece makes connections with Mellor's matrilineal heritage.","This sculpture by Danie Mellor transforms the metal skin of a European trunk into a Queensland shield, blending histories of travel, protection, and survival. “In Dreams the Heart” invites reflection on journeys and encounters between cultures, encouraging us to consider the shield not just as an object of defense, but as a vessel for memory and meaning. What stories might this shield hold, and how do they echo in our own hearts and dreams?",1274,71,74,4,3,42.258186619718344,52.61184684684687,23.25,34.666666666666664,POSITIVE,0.9996722936630248,POSITIVE,0.9999847412109376,0.0,0.0,1.0,0.0,0.0,0.117,0.883,0.7814,1,['Aboriginal'],"['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']",0,No issues detected,No issues detected,No issues detected,0.2615434527397156,0.000764694472309202,0.6380727887153625,0.00012864076416008174,0.09498415142297745,0.0004893554141744971,0.0025933936703950167,0.00015748475561849773,0.00014730196562595665,0.0005888469167985022,0.00052994629368186,0.00039405145798809826,0.00018382645794190466,7.878105679992586e-05,1.3751464393862989e-05,0.9982346296310425,0.00010173454938922077,6.420706631615758e-05,0.00016225368017330766,2.6204650566796772e-05,0.0007053666631691158,3.515610660542734e-05
V.2024.114,"Standing Stones, Gumbi Gumbi, Stone Tool","Mixed media work entitled 'Standing Stones, Gumbi Gumbi, Stone Tool', consisting of earth, graphite, pastel, acrylic, and waxed linen thread on canvas: Australasia, Australia, Queensland, Brisbane, by Judy Watson, Waanyi, 2020",2020,Waanyi,V.2024.114.png,"This artwork draws on Judy Watson's Waanyi and European heritage, including Scottish. The background is coloured using earth from Woorabinda, an Aboriginal settlement where some of Watson's ancestors were forcibly relocated. The artwork overlays images of standing stones in Orkney, an Aboriginal axe head held in a UK museum and leaves of a medicinal gumbi gumbi plant to show the artist's layered experiences of land and culture.","Judy Watson, a Waanyi artist, weaves earth, memory, and culture in this mixed media work. ""Standing Stones, Gumbi Gumbi, Stone Tool"" evokes ancestral connections through ochre-toned textures, native plant forms, and the silhouette of a stone tool. The piece reflects Indigenous histories of place, healing, and resilience, inviting viewers to consider the enduring relationship between people, land, and tradition. How might these elements speak to your own sense of connection or belonging?",1306,67,72,3,4,28.856218905472673,44.04000000000002,29.333333333333332,22.5,POSITIVE,0.970881998538971,POSITIVE,0.9999779462814332,0.021,0.0,0.979,-0.1027,0.0,0.032,0.968,0.3182,2,"['Aboriginal', 'Aboriginal']","['‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.', '‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.', 'Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.']",1,['Native'],"['The term derives from the Latin word natus and was historically used to describe people born in a particular place. It has been criticized for reinforcing colonial hierarchies, where natives were seen as inferior to the colonizers, and (contradictorily) for implying an exclusionary racial or ethnic right to a place by a specific group. Today, some groups, such as Native Americans, use the term in political claims for sovereignty. In Europe, this concept is increasingly employed in xenophobic politics.']","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 128. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/128.']",0.9470013380050659,0.000248010823270306,0.00013272746582515538,6.145944644231349e-05,0.050505928695201874,5.169607902644202e-05,0.0013280311832204461,0.0001879421906778589,3.5788754757959396e-05,0.00039088455378077924,5.627585778711364e-05,0.9886588454246521,0.000626702792942524,0.00010848696547327563,5.7042863772949204e-05,0.0026959460228681564,0.0001129266747739166,0.004691681358963251,0.0002760166535153985,6.458842835854739e-05,0.002627923619002104,7.993150211405009e-05
A.1956.1062,Club,"Wooden club with pointed ends and a pandanus shaped ornamentation covered in white ochre at the head: Yirandali, Australasia, Australia, Queensland, 19th or 20th century",19th - 20th century,Yirandali,A.1956.1062.png,"Robert Christison (1837-1915), a Scottish farmer and collector, greatly admired the skilfully crafted weapons of the Yirendali people. He brought back a large number of weapons to Scotland from his time in Australia. These clubs were carved from single pieces of hardwood and polished with emu oil.","This wooden club, crafted by the Yirandali people of Queensland, features pointed ends and a pandanus-inspired ornamentation highlighted with white ochre. Used in the 19th or 20th century, it connects us to the daily life and creative spirit of its makers. Notice the careful shaping—each detail reflects both cultural identity and skilled craftsmanship. What stories might this club carry from past hands to present day?",1278,47,65,3,4,59.53333333333336,54.98125000000002,20.666666666666668,21.0,POSITIVE,0.999729573726654,POSITIVE,0.9999629259109496,0.112,0.095,0.793,-0.228,0.0,0.092,0.908,0.6369,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.00015588401583954692,0.00012811755004804581,1.2863754818681628e-05,1.2940979104314465e-05,0.9995443224906921,1.2552269254229032e-05,7.448071119142696e-05,1.6280271665891632e-05,7.00630653227563e-06,2.803147981467191e-05,7.5307616498321295e-06,0.003766290843486786,0.00023289184900932014,7.028671825537458e-05,4.886825627181679e-05,0.9935696125030518,0.00010705482418416068,0.0017854394391179085,7.095745240803808e-05,5.049740866525099e-05,0.00016200893151108176,0.00013614264025818557
A.1956.1082,Spear-thrower,"Wooden spear-thrower with a thin rectangular body and curved ends, one end has a wooden hook fixed with resin, the other has a white shell fixed with resin: Yirandali, Australasia, Australia, Queensland, 19th or 20th century",19th - 20th century,Yirandali,A.1956.1082.png,Christison noted that a Yirendali hunter could launch a spear over 90 meters with this spear thrower.,"This wooden spear-thrower, crafted by the Yirandali people of Queensland, Australia, features a hooked end and a shell tip affixed with resin. Used in the 19th and 20th centuries, it extended the reach and power of thrown spears, reflecting both ingenuity and cultural tradition. Imagine its journey through the landscape—connecting maker, user, and the land itself.",1290,17,56,1,3,65.16823529411766,48.90261904761908,20.0,25.333333333333332,NEGATIVE,0.9987817406654358,POSITIVE,0.9999427795410156,0.0,0.0,1.0,0.0,0.0,0.02,0.98,0.0258,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.0003668855642899871,0.9967531561851501,7.222042040666565e-05,0.0001879695919342339,0.0005182928871363401,4.733621972263791e-05,0.0002684926730580628,0.0011790954740718007,0.0001665353192947805,0.00019153716857545078,0.00024838358513079584,0.0002652235561981797,0.00012756974319927394,4.013647048850544e-05,8.174899448931683e-06,0.9989239573478699,2.6788056857185438e-05,0.0002930084301624447,4.8395086196251214e-05,1.1033341252186801e-05,0.00023555546067655087,2.0153842342551798e-05
A.1956.1061,Club,"Wooden club with pointed end and jagged oval head with central zigzag carving painted in white ochre: Yirandali, Australasia, Australia, Queensland, 19th or 20th century",19th - 20th century,Yirandali,A.1956.1061.png,Clubs were mainly used in hunting to kill an animal once it had been felled by a spear or boomerang.,"This wooden club, crafted by the Yirandali people of Queensland, reveals both artistry and function. The jagged, oval head and central zigzag carving in white ochre speak to its significance in ceremony and daily life. Each mark and white-painted line may connect to stories, protection, or identity, reflecting the Yirandali’s enduring cultural traditions across centuries. Consider what this club might have meant to those who held it.",1281,20,67,1,4,76.55500000000004,47.15016791044778,28.0,21.5,POSITIVE,0.918695032596588,POSITIVE,0.9994482398033142,0.207,0.0,0.793,-0.6908,0.0,0.031,0.969,0.2732,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.0012706213165074587,0.020519064739346504,0.013681972399353981,0.004310373216867447,0.020779604092240334,0.006813178304582834,0.07832710444927216,0.029105372726917267,0.29046615958213806,0.011205428279936314,0.5235211253166199,0.008899768814444542,0.0014146585017442703,0.00019302456348668784,6.953630509087816e-05,0.9819340109825134,0.0007324977777898312,0.004463355056941509,0.00021766028658021241,0.0001147102884715423,0.0016624885611236095,0.00029817954055033624
